@relation 'predictive_maintenance-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute Type=M numeric
@attribute Type=L numeric
@attribute Type=H numeric
@attribute 'Air temperature [K]' numeric
@attribute 'Process temperature [K]' numeric
@attribute 'Rotational speed [rpm]' numeric
@attribute 'Torque [Nm]' numeric
@attribute 'Tool wear [min]' numeric
@attribute Target {0,1}

@data
1,0,0,300.8,310.7,1386,42.1,170,0
0,1,0,301.4,311.1,1952,22.7,131,0
1,0,0,303.4,311.6,1446,50,163,0
0,1,0,302,311,1550,35.2,184,0
1,0,0,300.5,311.9,1875,22.1,100,0
0,1,0,298.9,308.5,1742,34.5,117,0
1,0,0,299.9,309.3,1452,41.9,106,0
0,1,0,301.5,310.6,1522,36.6,202,0
0,1,0,300.7,310.6,1447,40.7,82,0
0,0,1,302.5,311.9,1595,34.6,112,0
0,1,0,303.4,312.9,1389,54.1,109,0
0,1,0,298.2,308.7,1605,29.4,47,0
0,1,0,299.5,308.9,1520,38.3,122,0
0,1,0,299.8,311.1,1412,42.5,181,0
0,1,0,297.3,307.9,1417,41.8,186,0
1,0,0,301.4,310.5,1217,60.6,103,0
0,1,0,302.3,311.6,1544,34.3,0,0
0,1,0,303.4,312.7,1363,45.5,26,0
0,1,0,301.2,310.6,1389,45.3,64,0
0,1,0,302.5,311.9,1481,42.9,52,0
0,1,0,301.9,309.7,1595,31.4,133,0
0,1,0,301.5,310.9,1891,23.2,122,0
0,1,0,302.4,311.7,1495,36.8,215,0
0,1,0,301.9,311,1356,45.7,119,0
1,0,0,297.6,309,1427,45.6,179,0
1,0,0,296.8,307.9,1418,47.9,127,0
1,0,0,297.2,308.5,1425,45.8,109,0
0,1,0,299.7,311.1,1603,31.4,141,0
1,0,0,302.3,311.7,1685,30.8,130,0
1,0,0,296.9,308,1641,33.3,67,0
1,0,0,299.5,310.1,1359,61.1,67,0
1,0,0,303.4,312.1,1499,39.4,197,0
0,1,0,297.2,308.1,1474,44.3,152,0
0,1,0,300.6,309.8,1688,28.6,135,0
0,1,0,298,309.2,1665,36.6,22,0
1,0,0,300.1,311.3,1518,40.2,130,0
0,1,0,298.1,307.8,1540,37.8,203,0
1,0,0,300.3,309.9,1494,38.5,33,0
0,1,0,300.9,310.7,1468,36.2,208,0
1,0,0,301.5,310.5,1503,38.2,200,0
0,1,0,300.3,309.1,1699,30.3,178,0
0,1,0,298.8,309.8,1461,39.4,141,0
1,0,0,301.4,311.2,1727,26.5,43,0
0,1,0,302.5,311.5,1521,44.1,37,0
0,1,0,299,310.3,1552,39.9,114,0
0,1,0,298.4,309.5,1376,50.4,202,0
1,0,0,297.9,309,2456,13.9,82,0
0,0,1,301.3,310.6,1527,44,114,0
0,1,0,301.4,311.3,1674,33.3,46,0
1,0,0,301.6,310.5,1414,49.3,106,0
1,0,0,302.2,311.7,1653,31.4,2,0
1,0,0,304,313,1377,56,61,0
1,0,0,300.8,310.4,1450,39.4,62,0
0,1,0,300.6,311.9,1425,44.9,224,0
0,1,0,299.2,308.9,1430,39.1,117,0
0,1,0,302.4,310.1,1426,46.8,95,0
0,1,0,302.6,312,1447,45.5,173,0
0,0,1,299.6,309.2,1597,36.3,35,0
1,0,0,303.5,313,1902,21.6,60,0
0,1,0,296.7,308,1451,50.7,197,0
1,0,0,296.9,307.8,1544,37.6,109,0
0,1,0,298.8,309.8,1753,27.5,130,0
0,1,0,298.8,310,1389,49.6,149,0
0,0,1,298,307.6,1420,45.8,150,0
1,0,0,302.3,310.8,1611,31.8,169,0
1,0,0,298.8,309,1661,29.5,162,0
0,1,0,299.8,309.3,1386,49.4,116,0
0,0,1,299.1,308.8,1566,46.6,192,0
0,1,0,297.5,308.3,1388,48.6,27,0
0,1,0,299.9,309,1553,40,88,0
0,1,0,299.7,310.3,1495,43.1,101,0
0,1,0,300.7,310.6,1540,52.7,85,0
0,1,0,302.5,312,2052,18.9,40,0
0,1,0,298.3,309.1,1421,47.4,33,0
0,1,0,302.5,312,1383,51.3,190,0
0,1,0,298.9,308.5,1429,55.1,140,0
0,0,1,300.4,309.7,1500,35.2,112,0
1,0,0,301.7,310.8,1516,40.4,48,0
0,1,0,302.7,310.6,1564,34.3,0,0
0,1,0,303.4,311.8,1438,58.9,22,0
1,0,0,300.6,309.6,1503,38.4,68,0
0,0,1,296.7,307.9,1424,53.8,133,0
0,1,0,298.7,309.9,1464,38,74,0
1,0,0,301.4,310.7,1692,32.3,5,0
1,0,0,303,311.2,1592,38.9,188,0
0,0,1,299.2,308.7,1375,55.1,78,0
0,1,0,298.1,308.7,1671,28.8,41,0
1,0,0,298.8,309.8,1377,49.6,27,0
0,1,0,298.9,309.6,1583,39.8,202,0
0,1,0,301,310.4,2204,16.6,175,0
0,1,0,298.2,307.7,1503,38.3,87,0
0,1,0,300.6,310,1313,52.9,93,0
0,1,0,300.1,309.7,2151,17.5,173,0
0,1,0,298.2,308,1658,30,3,0
0,1,0,300.4,311.1,1405,54.1,193,0
0,0,1,300,310.1,1714,28.7,55,0
1,0,0,296.4,307.2,2071,19.4,183,0
0,1,0,302.4,310.1,1426,46.8,95,0
1,0,0,299.6,309,1736,26.1,146,0
0,1,0,300,310.5,1606,33.5,135,0
1,0,0,300.7,309.7,1435,44.7,76,0
0,0,1,301.5,310.8,1474,38.7,58,0
0,0,1,298.9,310.1,1324,54.6,185,0
0,1,0,297.6,308.6,1383,47.5,75,0
0,0,1,298.7,309.6,1755,26.9,73,0
1,0,0,300.3,311.5,1528,40.9,76,0
0,1,0,302.5,311.9,1452,47.4,77,0
0,1,0,297.4,308.5,1295,52.1,130,0
1,0,0,301.4,310.6,1464,37.4,74,0
0,0,1,296.9,308.3,1474,39.2,177,0
1,0,0,300.8,310.9,1557,31.6,52,0
0,0,1,298.1,308.9,1388,53.5,83,0
1,0,0,298,307.5,1387,45.5,166,0
1,0,0,298.2,308.3,1476,43.5,129,0
1,0,0,300.3,309.4,1612,33.1,150,0
1,0,0,302.1,310,1531,38,161,0
0,1,0,298.9,310.6,1585,38.1,7,0
0,1,0,298.2,309,1610,31.7,155,0
1,0,0,299,310,1488,46.3,198,0
1,0,0,296.2,307.3,1451,42.8,11,0
1,0,0,297.2,308.4,1378,41.9,97,0
0,1,0,298.3,310,1460,47.6,101,0
0,1,0,301.3,310.9,2165,17.4,143,0
1,0,0,298.5,309.7,1523,44.6,83,0
0,1,0,300.8,310.2,1520,37.7,193,0
0,1,0,300.9,310.3,1446,44.5,135,0
0,1,0,302.7,311.1,1440,39.5,146,0
0,1,0,300.8,310.4,1368,46.8,21,0
0,1,0,299.8,310.8,1376,48.6,159,0
0,1,0,299.4,308.7,1681,30.8,171,0
0,1,0,299.4,308.6,1492,40.5,181,0
1,0,0,299.4,309.1,1352,44.7,172,0
0,1,0,301.7,311.2,1521,36.7,130,0
1,0,0,299.4,309.4,1326,47.5,35,0
1,0,0,300.2,309.5,1630,28.3,51,0
1,0,0,302.4,311.4,1675,29.6,128,0
0,1,0,300.5,309.8,1550,37.4,148,0
0,1,0,302.2,311.5,1481,40.4,93,0
1,0,0,300.6,311.6,1473,31.5,69,0
0,1,0,301.9,311.2,1435,44.2,16,0
0,1,0,302.7,311.1,1730,28.1,135,0
0,1,0,297.5,308.6,1208,62.3,28,0
0,1,0,301,310.9,1296,54.9,69,0
0,1,0,300.8,310.9,1453,43.9,84,0
1,0,0,300.3,311.4,1386,48.1,119,0
0,1,0,301.9,310.3,1972,21.3,67,0
1,0,0,296.4,307.3,2077,19.1,80,0
0,1,0,299.2,310.6,1567,38.4,172,0
0,1,0,298.2,307.9,1847,23.6,69,0
1,0,0,299.1,308.9,1397,52.4,112,0
1,0,0,300.8,311.4,1732,26.9,45,0
0,0,1,300.4,309.4,1530,40.4,112,0
0,1,0,298.2,308,1538,38.2,59,0
1,0,0,301.3,311,1463,50.2,214,0
0,1,0,299.2,308.4,1445,43.5,224,0
0,1,0,295.6,306.2,1428,44.5,51,0
0,1,0,299.4,310.4,1509,40.6,175,0
1,0,0,301.7,310.3,1787,26.7,33,0
1,0,0,299,308.6,1645,33.4,22,0
0,1,0,301.3,310.1,1355,53.6,193,0
0,1,0,304.2,313.4,1735,28.9,192,0
0,1,0,302.2,311.1,1470,39.6,97,0
1,0,0,301.1,310.7,1583,40.7,2,0
1,0,0,301.9,310.8,1563,39.2,39,0
0,1,0,297.4,309,1324,56.9,173,0
0,1,0,298.7,309.7,1547,37.4,0,0
0,1,0,301,309.6,1724,28.1,133,0
0,1,0,295.8,306.5,1358,49.2,63,0
1,0,0,297.3,308.4,1665,28.9,17,0
0,0,1,302.3,310.2,1443,54.6,120,0
1,0,0,300.6,311.4,1468,40.4,55,0
1,0,0,298,307.5,1431,52.9,92,0
0,1,0,299.7,309.2,1412,45.4,147,0
0,1,0,300.9,310.9,1755,27.9,148,0
0,1,0,302.1,310.8,1622,36.8,45,0
1,0,0,297.1,308.4,1588,33.4,204,0
0,0,1,302.2,311.1,1476,39.6,96,0
0,0,1,300.4,309.4,1530,40.4,112,0
0,1,0,297.4,309.2,1420,45.6,193,0
0,1,0,298.8,308.4,1484,39.2,8,0
0,1,0,299.5,309.3,1941,22.5,18,0
0,1,0,298.3,309.1,1387,52.3,160,0
0,1,0,298.7,309.1,1607,32.7,2,0
1,0,0,299.8,310.6,1574,31.8,113,0
0,1,0,299,309.4,1693,30.1,84,0
1,0,0,303.8,312.7,1488,41.3,175,0
0,1,0,298.8,309.8,1490,40.6,124,0
0,1,0,297.8,307.8,1597,38.2,11,0
1,0,0,302.3,311.4,1855,23.9,43,0
1,0,0,298.7,308.5,1360,52.9,69,0
0,1,0,298.5,309.9,1482,42.1,15,0
0,1,0,304.2,313.4,1482,41.4,32,0
1,0,0,299.4,309.3,1692,28.4,201,0
0,0,1,300.9,311.3,1668,28.9,183,0
0,1,0,298.8,308.5,1527,36.2,3,0
1,0,0,297.6,308.7,1408,54.8,147,0
1,0,0,298.8,309.7,1589,35.3,149,0
0,1,0,297.2,308.1,1474,44.3,152,0
1,0,0,297.5,308.6,1347,57,132,0
0,1,0,303.9,313.1,1639,29,95,0
0,1,0,297.6,309.1,1503,38.9,157,0
0,1,0,300.5,309.3,1373,48.8,211,0
0,1,0,297.4,308.4,1341,52.2,49,0
1,0,0,298.2,308.3,1476,43.5,129,0
0,1,0,299,310.3,1929,24.4,180,0
0,1,0,302.2,311.5,1725,34,170,0
1,0,0,296.6,307.4,1790,25.8,72,0
0,1,0,299.5,308.9,1520,38.3,122,0
1,0,0,297.3,308.1,1731,27.7,42,0
1,0,0,299.8,310.6,1574,31.8,113,0
0,0,1,300.1,311.5,1422,46.2,134,0
1,0,0,300.3,309.5,1448,42.4,145,0
0,1,0,295.6,306.3,1911,20.9,74,0
1,0,0,300.1,311.4,1524,40.6,98,0
1,0,0,298.8,309.9,1331,61.6,46,0
0,0,1,297,307.7,1834,23.8,195,0
0,1,0,297.8,308.3,1477,44.8,170,0
1,0,0,297.8,309,1434,43.3,96,0
0,1,0,301.3,310.6,1529,41.8,176,0
0,1,0,296.8,308,1561,38.3,9,0
1,0,0,301.5,310.8,1628,36.4,167,0
1,0,0,298.2,307.7,1608,33.8,106,0
0,1,0,300.4,311.4,1662,29.3,129,0
1,0,0,296.9,307.9,1979,20.4,68,0
0,0,1,299.1,308.3,1451,42.8,21,0
1,0,0,296.7,307.6,1547,34.7,150,0
0,1,0,298.5,308.6,1522,36.9,53,0
0,0,1,298.4,308.4,1479,39.2,58,0
0,1,0,299.7,309.1,1417,50.1,187,0
0,1,0,297.7,309.1,1562,36.8,172,0
1,0,0,297.3,308.3,1657,31.1,8,0
0,1,0,298.7,309.6,1502,46.7,198,0
1,0,0,299,310,1488,46.3,198,0
1,0,0,297.3,308.4,1665,28.9,17,0
0,1,0,301.8,310.7,1680,32.4,76,0
1,0,0,298.9,308.6,1425,49.6,35,0
0,1,0,301.5,310.7,1596,35.4,150,0
1,0,0,299,308.2,1358,42.7,50,0
1,0,0,298,308.7,1377,48.5,181,0
0,0,1,300.2,310.3,1408,42.5,0,0
1,0,0,301.1,311.2,1407,53,165,0
0,1,0,297.3,308.5,1545,34.3,74,0
0,1,0,301,311.2,1363,46.3,62,0
0,1,0,299.7,311.1,1554,41,192,0
1,0,0,303.5,312.7,1420,49.1,42,0
0,0,1,298.4,308.5,1827,24.3,153,0
0,1,0,300.9,312.1,1359,51.7,146,0
0,1,0,299,308.7,1426,38.6,16,0
0,1,0,300.3,309.9,1540,39.9,203,0
1,0,0,300.7,310.1,1483,40.2,162,0
0,1,0,300.7,310.2,1569,32.8,31,0
0,1,0,303.8,312.6,1793,28.1,170,0
1,0,0,298.8,308.6,1486,41.9,92,0
0,0,1,297.9,308.4,1637,34.5,191,0
0,1,0,298.8,308.7,1591,31.1,68,0
0,1,0,297.6,309.1,1503,38.9,157,0
0,1,0,297.9,307.7,1517,44.4,67,0
1,0,0,300.2,311.7,1397,50.2,71,0
0,1,0,302.3,310.9,1403,47.2,173,0
1,0,0,302.2,311.7,1653,31.4,2,0
1,0,0,299.9,309.4,1889,26,6,0
0,1,0,297.6,308.3,1742,27.7,13,0
0,1,0,302.6,310.5,1596,32.8,193,0
0,1,0,299.6,309.2,1602,37.3,31,0
0,1,0,302.3,311.6,1658,32.3,150,0
0,1,0,302.2,311.2,1381,49.4,207,0
0,1,0,302.8,312.3,1504,40.3,204,0
0,0,1,299.9,309.5,1547,38.5,148,0
0,1,0,299.1,310.5,1628,35.9,174,0
0,0,1,298.3,309.6,1546,36.2,177,0
1,0,0,303.9,313.4,1464,49.1,171,0
1,0,0,297.5,308.7,1546,38,123,0
0,1,0,298.8,309.7,1953,20.6,25,0
1,0,0,298.2,308.7,1599,36.2,28,0
0,1,0,299.4,310.6,1348,54.5,22,0
0,1,0,296.2,307.2,1515,36.5,38,0
0,0,1,300.1,309.3,1520,38.2,158,0
0,1,0,298.9,308.7,1546,43.4,114,0
0,0,1,297.8,309.2,1648,33,29,0
0,1,0,298,307.8,1716,26.6,9,0
0,1,0,298.9,310.6,1387,52.7,2,0
0,1,0,303.3,311.6,1484,44.6,223,0
1,0,0,297.4,308.7,1798,23,135,0
0,0,1,302.1,311,1729,26.1,210,0
0,1,0,297.3,307.9,1417,41.8,186,0
0,1,0,295.9,306.7,1547,40.9,107,0
0,1,0,298,307.7,1606,30.8,17,0
1,0,0,300.9,311.5,1836,21.8,12,0
0,1,0,301.8,310.8,1576,38.6,38,0
0,0,1,296.6,307.4,1406,41.5,189,0
0,1,0,301.1,310.5,1532,37.5,119,0
0,1,0,301.9,310.8,1465,44.3,57,0
1,0,0,300.8,310.7,1386,42.1,170,0
0,1,0,302.5,310.2,1547,36.9,103,0
0,1,0,303.3,311.6,1514,34.7,130,0
0,1,0,298.2,308.2,1478,50.1,166,0
0,0,1,298,307.5,1683,27.8,26,0
1,0,0,299.2,310.4,1325,52,34,0
0,1,0,303.9,313,1551,36.8,140,0
0,1,0,300.9,309.5,1612,35.2,124,0
1,0,0,298,309.4,1276,65.9,50,0
1,0,0,299.5,310.1,1659,31.5,44,0
0,1,0,300.2,311.8,1379,51,46,0
0,0,1,300.1,309.1,1560,35.4,14,0
1,0,0,300.9,309.5,1758,26.8,116,0
0,1,0,298.5,310,1804,26.1,22,0
0,1,0,297,307.8,1774,28,188,0
1,0,0,299,310.3,1827,28,178,0
0,1,0,298.4,310.1,1533,35.2,92,0
0,1,0,298.7,308.5,1544,35.2,159,0
0,0,1,300.2,311.6,1547,37.7,217,0
0,1,0,300,310.5,1606,33.5,135,0
1,0,0,300.5,309.8,1416,48.5,110,0
0,1,0,300,311.4,1476,39,92,0
1,0,0,299.8,309.1,1496,44.4,155,0
0,1,0,300.1,309.1,1478,46.9,116,0
0,1,0,300.7,310.5,1960,21,194,0
0,1,0,297.5,309.4,1503,40.6,144,0
1,0,0,300.4,312,1596,30.4,191,0
0,1,0,300.6,310.6,1497,38.2,83,0
0,1,0,303.8,313.3,1406,52.1,166,0
1,0,0,297,307.7,1498,47.1,199,0
0,1,0,302.4,311.8,1727,26.5,213,0
1,0,0,300.1,309.6,1584,36.7,165,0
0,1,0,303.4,312.3,1479,42.8,92,0
0,1,0,298,308.6,1610,33.1,56,0
0,1,0,299.9,309.4,1858,22.5,22,0
1,0,0,299,309,1575,35.3,47,0
0,1,0,298.8,309.8,1563,33.7,143,0
1,0,0,300.3,311.6,1359,54.1,81,0
1,0,0,297.2,308.6,1404,43.7,160,0
0,1,0,300.7,312.2,1590,38.5,148,0
0,0,1,301.2,309.8,1709,27,151,0
0,1,0,299.7,311,1827,25.4,194,0
0,1,0,298.6,309.8,1496,37.7,134,0
0,1,0,299.9,311.4,1596,28.9,160,0
1,0,0,301.6,310.8,1548,34.2,143,0
1,0,0,297.4,308.6,1452,41.2,197,0
1,0,0,299.3,308.7,1390,49.3,215,0
0,1,0,295.5,306.1,1573,35.1,129,0
0,0,1,299.2,308.7,1448,51.4,173,0
0,1,0,300,309.2,1444,43.6,123,0
0,1,0,297.6,308.1,1437,46.3,149,0
1,0,0,297.2,308.5,1364,55.6,163,0
1,0,0,300.7,310.6,1439,41.7,184,0
0,1,0,302.2,310.8,1340,47.8,54,0
0,1,0,300.8,311.4,1316,57.6,43,0
0,1,0,302.6,311.9,1453,39.1,84,0
1,0,0,299.2,308.5,1474,47.2,132,0
0,1,0,303.1,311.3,1403,55.6,150,0
1,0,0,303.3,311.5,1569,36.6,47,0
0,1,0,303.5,312.8,1607,38.4,92,0
1,0,0,295.9,306.6,1532,38.6,104,0
0,1,0,300.6,311.7,1448,49.1,206,0
1,0,0,300.4,311.6,1401,49.9,79,0
0,0,1,299.1,309.9,1443,40.3,0,0
1,0,0,300.4,311.7,1478,39.9,185,0
0,1,0,298.4,308,1508,47.9,25,0
0,1,0,299.3,309.2,1511,37.2,129,0
0,1,0,301.5,310.6,1405,42.3,83,0
0,1,0,302.4,312,1621,32.5,169,0
1,0,0,301.3,310.4,1501,39.8,187,0
1,0,0,300.2,311.6,1465,41.4,78,0
0,1,0,300.3,309.6,1468,44.7,179,0
1,0,0,298.3,309.1,1632,32.7,0,0
0,1,0,300.8,312,1416,46.5,7,0
0,1,0,303.6,311.8,1614,33.2,155,0
0,1,0,301,309.6,1724,28.1,133,0
1,0,0,300,309.6,1491,42,29,0
1,0,0,297.3,308.7,1466,38.4,27,0
0,0,1,299.2,310.6,1704,30.6,160,0
1,0,0,302.6,312.1,1611,39.9,210,0
0,1,0,298,308.9,1406,40.9,77,0
0,0,1,300.9,312,2129,17.8,173,0
0,1,0,303.6,311.7,1546,38.5,64,0
0,1,0,297.4,308.4,1328,61.8,98,0
0,0,1,298.3,308.2,1534,33.2,75,0
0,0,1,302.6,311.7,1471,48.3,25,0
1,0,0,300.4,309.3,1467,40.3,166,0
0,1,0,298.9,310.3,1583,32.6,230,0
1,0,0,302.3,311.3,1339,50.8,123,0
0,1,0,297.6,309,1491,43.2,7,0
0,1,0,299,308.3,1441,44,48,0
1,0,0,300.1,309.3,1469,43.9,20,0
0,1,0,301.6,310.4,1517,41.1,167,0
1,0,0,302.6,310.4,1532,36.1,77,0
0,1,0,301.3,310.6,1416,45.2,88,0
0,1,0,297.8,309.7,1341,49.2,208,0
0,1,0,297.2,307.9,1441,40,195,0
0,1,0,301.2,310,1618,37.6,32,0
1,0,0,302.6,310.4,1532,36.1,77,0
0,1,0,303.8,312.7,1838,27.8,181,0
0,1,0,300.4,311.4,1662,29.3,129,0
0,0,1,298.9,308.8,1621,32.7,75,0
0,1,0,298.1,309.9,1629,32.5,45,0
1,0,0,298,307.5,1427,45.1,95,0
0,1,0,303.3,311.7,1508,35.5,217,0
0,1,0,299.1,309,1450,43,40,0
0,1,0,298.8,310.2,1461,46.7,105,0
0,1,0,301.9,310.9,1542,36.7,101,0
0,0,1,300.1,309.3,1520,38.2,158,0
1,0,0,300.8,311.2,1634,31.9,178,0
0,1,0,301.7,310.8,1622,37.8,0,0
0,1,0,299.8,309.2,1504,38.7,212,0
1,0,0,298.5,309.3,1761,27.2,49,0
1,0,0,298.5,308.6,1344,53,114,0
0,1,0,297.7,307.4,1764,29,139,0
0,1,0,297.9,308.8,1386,48.6,75,0
0,1,0,301.8,310.7,1523,43.3,60,0
1,0,0,300,309.5,1879,22.4,79,0
0,1,0,302.8,312.2,1433,50,216,0
1,0,0,302.6,311.1,1520,43,88,0
1,0,0,297.7,309.1,1732,28.1,167,0
1,0,0,302,311.1,1769,26,10,0
0,1,0,300,309.8,1372,39.6,105,0
0,1,0,300.5,311.6,1509,47.2,202,0
0,0,1,302.3,310.1,1688,30.4,115,0
0,1,0,301.3,311.1,1454,40.3,191,0
0,1,0,301.1,310.8,1470,49.3,116,0
0,1,0,298.6,309.7,1356,54,6,0
0,1,0,301.4,310.3,1374,47.6,176,0
0,1,0,302.2,311.4,1499,37.7,55,0
0,1,0,303.1,311.1,1854,22.6,19,0
1,0,0,302.3,310.8,1611,31.8,169,0
1,0,0,302.2,311.5,1360,53,36,0
0,0,1,301.6,310.4,1369,45.4,156,0
0,1,0,300,310.2,1675,29.7,64,0
0,1,0,303.6,311.9,1473,50.1,84,0
1,0,0,300.5,311.3,1507,43.4,41,0
0,1,0,301.4,310.3,1492,41.4,195,0
0,1,0,300.5,311.5,1651,36.9,65,0
1,0,0,298.9,308.4,1827,26.1,5,0
0,1,0,302.9,312.1,1334,54.7,88,0
0,1,0,298,308.1,1819,23.4,78,0
0,1,0,298,308.8,1581,36.1,73,0
0,1,0,302.8,312.3,1494,37.5,198,0
0,1,0,297.5,309.4,1803,24.7,98,0
0,1,0,297.3,308.4,1488,37.4,69,0
1,0,0,301.8,310.3,1409,52.5,26,0
1,0,0,298.4,308.2,1468,43.8,2,0
0,1,0,300.7,311,1413,52,91,0
1,0,0,303.7,312.9,1532,41.3,32,0
0,1,0,301.2,310.7,1676,32.4,98,0
1,0,0,302.1,311,1574,34.1,215,0
0,1,0,301.5,310.7,1596,35.4,150,0
1,0,0,301.3,310.4,1577,48.3,78,0
0,1,0,297,307.9,1529,42.2,157,0
0,1,0,300.5,310.6,1540,46.7,206,0
0,1,0,299.2,308.7,1650,30.5,93,0
1,0,0,298.1,307.8,1636,36.7,51,0
1,0,0,302.1,311.1,1450,51.6,86,0
0,1,0,298.1,308.7,1691,30.3,49,0
0,1,0,300.4,311.7,1314,59.5,160,0
0,1,0,302.4,310.2,1578,31.2,139,0
0,1,0,301.7,310.5,1377,43.1,183,0
0,1,0,301.7,310.7,1763,25.9,3,0
0,1,0,301.4,310.8,1680,31.4,185,0
1,0,0,302.2,311.3,1658,31,2,0
0,1,0,301.3,310.6,1556,39,72,0
0,1,0,297.5,308.1,1631,30.6,146,0
0,1,0,298,307.8,1414,51.7,140,0
0,1,0,300.4,311.1,2013,20.1,195,0
1,0,0,300.8,311.9,1621,28.3,211,0
0,1,0,302.2,311.5,1481,40.4,93,0
0,1,0,298.9,310.6,1363,52.6,190,0
0,1,0,301.6,310.6,1562,34.4,162,0
0,1,0,300,311.4,1655,29.6,30,0
0,1,0,299,310.5,1755,27.9,56,0
1,0,0,300.7,310.6,1572,38.5,50,0
1,0,0,300.6,310,1542,33.9,100,0
1,0,0,298.4,309.1,1467,39.6,78,0
0,0,1,302.3,311.1,1455,40.3,145,0
0,1,0,301.9,310.4,1603,37.6,69,0
1,0,0,297,307.8,1579,34.1,94,0
0,1,0,298.9,310.2,1971,23.2,155,0
0,0,1,300.5,310.5,1403,47.7,24,0
0,0,1,295.6,306.1,1256,62.3,142,0
0,0,1,302.2,311.5,1482,42.6,16,0
1,0,0,302.9,311,1556,36.5,44,0
1,0,0,298.8,309.7,1453,47.7,101,0
0,1,0,300.9,310.9,1755,27.9,148,0
0,1,0,300.5,311.6,1730,30.2,106,0
0,1,0,301.7,311.3,1421,45.9,85,0
0,1,0,301.7,309.8,1398,46,109,0
1,0,0,303.3,312.4,1505,38.9,68,0
0,1,0,297.5,308.8,1417,49.8,177,0
0,0,1,300.2,309.9,1906,22.9,165,0
0,1,0,300,310.5,1517,42.2,186,0
1,0,0,300.5,309.8,1410,44.4,111,0
0,0,1,304.1,313.2,1586,34.6,139,0
1,0,0,298,307.6,1581,43.4,113,0
0,0,1,297.7,308.8,1469,43.7,96,0
1,0,0,297.6,308.3,1467,36.7,68,0
0,1,0,301.6,311.1,1680,29.2,111,0
0,1,0,298.3,308.3,1452,45.5,63,0
0,1,0,297.3,308.6,1273,59.8,182,0
1,0,0,300.6,309.4,1581,35.7,117,0
0,1,0,296.8,307.4,1549,48.3,105,0
0,1,0,300.5,311.5,1708,31.2,57,0
1,0,0,299.8,309.1,1496,44.4,155,0
0,1,0,300.7,309.8,1330,54.4,171,0
0,1,0,301.1,309.6,1501,36.1,156,0
1,0,0,297.6,308.5,1848,23.7,37,0
0,1,0,296.5,307.6,1512,43.6,92,0
1,0,0,300.8,310.6,1669,28.4,79,0
0,1,0,300,309.1,1401,44.5,0,0
0,1,0,298.8,309.9,1320,47.4,210,0
0,1,0,298.5,309.7,1634,37.8,78,0
0,1,0,301.5,310.9,1400,50.8,2,0
1,0,0,301,309.6,1397,48,135,0
1,0,0,299.1,309.5,1339,48.2,86,0
0,1,0,301,310.9,1679,29.8,64,0
1,0,0,300.2,310.4,1530,35.7,80,0
1,0,0,300.5,311.6,1454,41.4,108,0
0,1,0,297.1,308.4,1583,31.9,2,0
0,1,0,297.5,309,1470,43.5,191,0
0,1,0,299,310.1,1664,29.7,89,0
0,1,0,301.5,310.5,1351,52.9,116,0
0,1,0,299.8,311.3,1560,35.4,178,0
0,1,0,300.3,309.8,1450,55,135,0
1,0,0,301.1,311.3,1909,22.7,38,0
0,1,0,299.6,309.2,1559,39.1,110,0
0,0,1,298.7,310.1,1435,45.6,37,0
0,1,0,298.4,309.3,1545,36.9,3,0
0,0,1,301.2,309.8,1709,27,151,0
0,1,0,299.1,310.3,1619,35.2,240,0
0,1,0,302.8,310.8,1516,39.5,23,0
0,0,1,297.2,308.1,1770,27.2,140,0
1,0,0,299.9,311.3,1445,41.2,169,0
0,1,0,298.6,308.4,1562,34.4,25,0
1,0,0,300.9,310.8,1988,19.7,136,0
0,1,0,301.7,310.2,1435,48.1,12,0
0,0,1,300.7,309.6,1925,20.5,9,0
1,0,0,302.2,311.1,1434,58.6,102,0
1,0,0,299.8,309.3,1663,35.2,208,0
1,0,0,303.6,312.1,1967,20.9,2,0
0,1,0,297.7,308.8,1616,34.2,114,0
0,1,0,297.2,308.4,1833,25.2,117,0
0,1,0,299.4,309,1660,28.4,139,0
1,0,0,297.2,308.4,1378,41.9,97,0
0,0,1,303.7,312.9,1460,49.8,2,0
0,0,1,303.8,312.5,1655,28,170,0
1,0,0,295.6,306.1,1462,49.2,158,0
0,0,1,301.5,310.5,1538,44.3,43,0
0,1,0,298.4,309.3,1716,28.4,66,0
0,1,0,300.6,312.3,1532,37.2,54,0
0,1,0,298.3,308.5,1664,31.6,144,0
1,0,0,300.8,310.3,1458,43.4,0,0
0,1,0,300.3,310.2,1471,45.2,48,0
0,1,0,302,310.7,1698,28.1,39,0
0,1,0,301.1,309.6,1502,48.9,160,0
0,1,0,298.6,309.8,1505,45.7,144,0
1,0,0,301.4,311.2,1476,36.5,25,0
0,1,0,300.3,309.2,1532,40.2,194,0
1,0,0,303.8,312.6,1406,47.1,162,0
0,1,0,300.8,309.4,1946,20.5,111,0
0,1,0,302.3,311.1,1546,33.1,156,0
0,1,0,303.7,312.4,1513,40.1,135,0
0,1,0,302.4,311.1,1565,42.8,163,0
0,1,0,301,311.4,1478,39.5,75,0
